-2.0588529452e+01 0.0000000000e+00 -2.8865798640e-15 0.0000000000e+00 4.7033989076e-15 0.0000000000e+00 -1.9984014443e-15 0.0000000000e+00 -1.6478594354e-16 0.0000000000e+00 -2.6645352591e-15 0.0000000000e+00 8.0484787615e-16 0.0000000000e+00 -2.0889789673e-15 0.0000000000e+00 -1.4988010832e-15 0.0000000000e+00 5.1236093884e-16 0.0000000000e+00 1.3045120539e-15 0.0000000000e+00 -3.0574646268e-15 0.0000000000e+00 -8.8262730458e-15 0.0000000000e+00 
0.0000000000e+00 -2.0588529452e+01 0.0000000000e+00 -2.7755575616e-15 0.0000000000e+00 4.7033989076e-15 0.0000000000e+00 -1.9984014443e-15 0.0000000000e+00 -1.6478594354e-16 0.0000000000e+00 -2.6645352591e-15 0.0000000000e+00 8.0484787615e-16 0.0000000000e+00 -2.0889789673e-15 0.0000000000e+00 -1.4710455076e-15 0.0000000000e+00 5.1236093884e-16 0.0000000000e+00 1.3045120539e-15 0.0000000000e+00 -3.0574646268e-15 0.0000000000e+00 -8.8262730458e-15 
-3.2196467714e-15 0.0000000000e+00 -1.2938351023e+00 0.0000000000e+00 9.8534377892e-16 0.0000000000e+00 1.8318679906e-15 0.0000000000e+00 -1.5157192032e-17 0.0000000000e+00 -4.4408920985e-16 0.0000000000e+00 1.7259699759e-15 0.0000000000e+00 -1.8235154377e-15 0.0000000000e+00 -1.7763568394e-15 0.0000000000e+00 -2.0519251633e-17 0.0000000000e+00 1.1657341759e-15 0.0000000000e+00 -2.4384704921e-15 0.0000000000e+00 8.8817841970e-16 0.0000000000e+00 
0.0000000000e+00 -3.2196467714e-15 0.0000000000e+00 -1.2938351023e+00 0.0000000000e+00 9.8534377892e-16 0.0000000000e+00 1.8318679906e-15 0.0000000000e+00 -1.5157192032e-17 0.0000000000e+00 -4.4408920985e-16 0.0000000000e+00 1.7259699759e-15 0.0000000000e+00 -1.8235154377e-15 0.0000000000e+00 -1.7763568394e-15 0.0000000000e+00 -2.0519251633e-17 0.0000000000e+00 1.1657341759e-15 0.0000000000e+00 -2.4384704921e-15 0.0000000000e+00 6.6613381478e-16 
4.7481333507e-15 0.0000000000e+00 9.6358429276e-16 0.0000000000e+00 -6.3749505256e-01 0.0000000000e+00 -6.4212438547e-16 0.0000000000e+00 -3.0521791242e-17 0.0000000000e+00 -4.6407565599e-16 0.0000000000e+00 9.5479180118e-15 0.0000000000e+00 2.4424906542e-15 0.0000000000e+00 -1.5311545004e-15 0.0000000000e+00 -2.5853274015e-17 0.0000000000e+00 2.0639580806e-16 0.0000000000e+00 7.9936057773e-15 0.0000000000e+00 4.5083753712e-16 0.0000000000e+00 
0.0000000000e+00 4.7481333507e-15 0.0000000000e+00 9.6358429276e-16 0.0000000000e+00 -6.3749505256e-01 0.0000000000e+00 -6.4212438547e-16 0.0000000000e+00 -3.0521791242e-17 0.0000000000e+00 -4.6407565599e-16 0.0000000000e+00 9.3258734069e-15 0.0000000000e+00 2.4424906542e-15 0.0000000000e+00 -1.5311545004e-15 0.0000000000e+00 -2.5853274015e-17 0.0000000000e+00 2.0639580806e-16 0.0000000000e+00 7.7715611724e-15 0.0000000000e+00 4.5083753712e-16 
-2.1926904736e-15 0.0000000000e+00 1.6653345369e-15 0.0000000000e+00 -6.6902209815e-16 0.0000000000e+00 -5.4023224808e-01 0.0000000000e+00 1.0394829008e-16 0.0000000000e+00 9.2148511044e-15 0.0000000000e+00 -3.6225942276e-16 0.0000000000e+00 1.7510478704e-15 0.0000000000e+00 3.5527136788e-15 0.0000000000e+00 -7.6510961062e-18 0.0000000000e+00 -3.5527136788e-15 0.0000000000e+00 -1.3091211458e-16 0.0000000000e+00 4.9821258230e-15 0.0000000000e+00 
0.0000000000e+00 -2.1926904736e-15 0.0000000000e+00 1.7208456882e-15 0.0000000000e+00 -6.6902209815e-16 0.0000000000e+00 -5.4023224808e-01 0.0000000000e+00 1.0394829008e-16 0.0000000000e+00 9.1038288019e-15 0.0000000000e+00 -3.6225942276e-16 0.0000000000e+00 1.7510478704e-15 0.0000000000e+00 3.5527136788e-15 0.0000000000e+00 -7.6510961062e-18 0.0000000000e+00 -3.3306690739e-15 0.0000000000e+00 -1.3091211458e-16 0.0000000000e+00 4.9682480352e-15 
-1.6478594354e-16 0.0000000000e+00 -1.5157192032e-17 0.0000000000e+00 -3.0521791242e-17 0.0000000000e+00 1.0394829008e-16 0.0000000000e+00 -4.9664250502e-01 0.0000000000e+00 -8.1268495474e-17 0.0000000000e+00 -7.4197645567e-17 0.0000000000e+00 1.5262552042e-17 0.0000000000e+00 2.7235706257e-17 0.0000000000e+00 -8.8817841970e-16 0.0000000000e+00 -4.0406976823e-17 0.0000000000e+00 2.2571760461e-17 0.0000000000e+00 -6.7654102724e-17 0.0000000000e+00 
0.0000000000e+00 -1.6478594354e-16 0.0000000000e+00 -1.5157192032e-17 0.0000000000e+00 -3.0521791242e-17 0.0000000000e+00 1.0394829008e-16 0.0000000000e+00 -4.9664250502e-01 0.0000000000e+00 -8.1268495474e-17 0.0000000000e+00 -7.4197645567e-17 0.0000000000e+00 1.5262552042e-17 0.0000000000e+00 2.7235706257e-17 0.0000000000e+00 -8.8817841970e-16 0.0000000000e+00 -4.0406976823e-17 0.0000000000e+00 2.2571760461e-17 0.0000000000e+00 -6.7654102724e-17 
