,total,t1,t2,l1,l2
0,2.26947283744812,0.03509998321533203,0.881838321685791,0.8290257453918457,0.5235087871551514
1,4.503124713897705,0.06030583381652832,1.779522180557251,1.6436188220977783,1.0196778774261475
2,4.472845792770386,0.06026721000671387,1.763662576675415,1.6378791332244873,1.0110368728637695
3,4.487583875656128,0.06093549728393555,1.7744760513305664,1.6349515914916992,1.0172207355499268
4,4.489989995956421,0.060456037521362305,1.7728033065795898,1.6378812789916992,1.0188493728637695
5,4.4840004444122314,0.060349464416503906,1.7730014324188232,1.6360132694244385,1.0146362781524658
6,4.4878363609313965,0.0603032112121582,1.7751867771148682,1.6359424591064453,1.0164039134979248
7,4.490146160125732,0.060356855392456055,1.7760934829711914,1.6348297595977783,1.0188660621643066
8,4.469175338745117,0.06057381629943848,1.7611615657806396,1.6356534957885742,1.0117864608764648
9,4.48654317855835,0.06050896644592285,1.7713391780853271,1.637101173400879,1.0175938606262207
10,4.490345239639282,0.060668230056762695,1.7721991539001465,1.6403212547302246,1.0171566009521484
11,4.48686146736145,0.060270071029663086,1.7758495807647705,1.6362700462341309,1.0144717693328857
12,4.488806486129761,0.06023383140563965,1.7741637229919434,1.6359686851501465,1.0184402465820312
13,4.489810228347778,0.060398101806640625,1.778564214706421,1.635538101196289,1.0153098106384277
14,4.466824769973755,0.06024360656738281,1.7606675624847412,1.6361432075500488,1.009770393371582
15,4.486713647842407,0.06039261817932129,1.7737030982971191,1.6358816623687744,1.0167362689971924
16,4.483844518661499,0.06045269966125488,1.7712888717651367,1.633392333984375,1.0187106132507324
17,4.488157272338867,0.06124615669250488,1.7750532627105713,1.636018991470337,1.015838861465454
18,4.4896674156188965,0.06043720245361328,1.773420810699463,1.6401634216308594,1.015645980834961
19,4.48576545715332,0.0603337287902832,1.7745418548583984,1.6335527896881104,1.0173370838165283
20,4.469385862350464,0.0602259635925293,1.7597274780273438,1.6411211490631104,1.0083112716674805
21,4.484961748123169,0.060303688049316406,1.7726936340332031,1.633897066116333,1.0180673599243164
22,4.485772609710693,0.06056356430053711,1.7732818126678467,1.6351032257080078,1.0168240070343018
23,4.485744476318359,0.06032609939575195,1.7734558582305908,1.6360321044921875,1.015930414199829
24,4.48385763168335,0.060315847396850586,1.7704670429229736,1.6352624893188477,1.0178122520446777
25,4.490544319152832,0.06039071083068848,1.778599500656128,1.6352481842041016,1.016305923461914
26,4.468908071517944,0.0603177547454834,1.7593700885772705,1.6346735954284668,1.0145466327667236
27,4.4859325885772705,0.060387372970581055,1.7757904529571533,1.631762981414795,1.0179917812347412
28,4.484218120574951,0.06042933464050293,1.7707486152648926,1.635547161102295,1.0174930095672607
29,4.493847370147705,0.06037473678588867,1.7783465385437012,1.640352487564087,1.0147736072540283
30,4.486292839050293,0.060308218002319336,1.773954153060913,1.6335439682006836,1.018486499786377
31,4.4862060546875,0.06040811538696289,1.7765076160430908,1.6339797973632812,1.015310525894165
32,4.47308349609375,0.060309410095214844,1.76155686378479,1.634002923965454,1.017214298248291
33,4.487049579620361,0.06022953987121582,1.7724180221557617,1.6422069072723389,1.012195110321045
34,4.4976794719696045,0.06081509590148926,1.7764370441436768,1.6456546783447266,1.014772653579712
35,4.483919382095337,0.06022500991821289,1.7662596702575684,1.6421589851379395,1.0152757167816162
36,4.48541522026062,0.06022167205810547,1.7713830471038818,1.6409106254577637,1.0128998756408691
37,4.500275611877441,0.06032562255859375,1.7764945030212402,1.643608570098877,1.0198469161987305
38,4.4863996505737305,0.06023550033569336,1.7738680839538574,1.6382195949554443,1.0140764713287354
39,4.484276294708252,0.06055140495300293,1.758981466293335,1.6460609436035156,1.0186824798583984
40,4.485918998718262,0.0603487491607666,1.7740678787231445,1.6384103298187256,1.013092041015625
41,4.492157697677612,0.06071758270263672,1.7735486030578613,1.6435084342956543,1.01438307762146
42,4.48815655708313,0.06040000915527344,1.7694523334503174,1.64442777633667,1.0138764381408691
43,4.486210346221924,0.060399770736694336,1.7718093395233154,1.640716791152954,1.01328444480896
44,4.498195171356201,0.06043648719787598,1.7742438316345215,1.643106460571289,1.0204083919525146
45,4.484040975570679,0.06061291694641113,1.7730669975280762,1.6352388858795166,1.0151221752166748
46,4.4857776165008545,0.06036543846130371,1.7589335441589355,1.6461153030395508,1.0203633308410645
47,4.483527660369873,0.06044912338256836,1.7742893695831299,1.6347322463989258,1.014056921005249
48,4.495837688446045,0.06056857109069824,1.7719950675964355,1.6466600894927979,1.0166139602661133
