,time,mu_real,mu_imag
74,0.0148,-0.596182401111,-0.000195477281112
75,0.015,-0.596182361811,-0.000200709655224
76,0.0152,-0.596182321436,-0.000206007889606
77,0.0154,-0.596182280093,-0.000211371533185
78,0.0156,-0.596182237554,-0.000216800584188
79,0.0158,-0.596182193948,-0.000222294920411
80,0.016,-0.596182149254,-0.000227854227229
81,0.0162,-0.596182103487,-0.000233478498421
82,0.0164,-0.596182056635,-0.00023916738476
83,0.0166,-0.596182008598,-0.00024492066916
84,0.0168,-0.596181959351,-0.000250738383254
85,0.017,-0.596181908924,-0.000256620043583
86,0.0172,-0.596181857399,-0.000262565681803
87,0.0174,-0.596181804692,-0.000268574941108
88,0.0176,-0.596181750772,-0.000274647717907
89,0.0178,-0.596181695658,-0.000280783799529
90,0.018,-0.596181639235,-0.000286983086219
91,0.0182,-0.596181581364,-0.000293245198211
92,0.0184,-0.596181522282,-0.000299569947649
93,0.0186,-0.59618146193,-0.000305957113243
94,0.0188,-0.596181400241,-0.000312406556382
95,0.019,-0.596181337243,-0.000318918089973
96,0.0192,-0.596181273043,-0.000325491346944
97,0.0194,-0.596181207425,-0.000332126359035
98,0.0196,-0.596181140494,-0.000338822670835
99,0.0198,-0.596181072355,-0.000345580153407
100,0.02,-0.596181002801,-0.000352398624266
101,0.0202,-0.596180931939,-0.000359277845825
102,0.0204,-0.596180859648,-0.0003662174734
103,0.0206,-0.596180786034,-0.00037321739363
104,0.0208,-0.596180710882,-0.000380277414555
105,0.021,-0.596180634306,-0.000387397194314
106,0.0212,-0.596180556397,-0.000394576625644
107,0.0214,-0.596180477059,-0.000401815324985
108,0.0216,-0.596180396056,-0.000409113113977
109,0.0218,-0.596180313646,-0.000416469769732
110,0.022,-0.596180229675,-0.000423884936564
111,0.0222,-0.596180144281,-0.000431358537035
112,0.0224,-0.596180057445,-0.000438890212571
113,0.0226,-0.59617996906,-0.000446479628919
114,0.0228,-0.596179879235,-0.000454126816493
115,0.023,-0.596179787649,-0.000461831305558
116,0.0232,-0.596179694509,-0.000469592898227
117,0.0234,-0.596179599817,-0.00047741123026
118,0.0236,-0.596179503592,-0.000485286200841
119,0.0238,-0.596179405795,-0.000493217511338
120,0.024,-0.596179306455,-0.000501204903254
121,0.0242,-0.596179205462,-0.00050924830024
122,0.0244,-0.596179102687,-0.000517347108857
123,0.0246,-0.596178998266,-0.000525501016614
124,0.0248,-0.596178892276,-0.000533710022469
125,0.025,-0.596178784631,-0.000541973797257
126,0.0252,-0.596178675318,-0.000550291991141
127,0.0254,-0.596178564351,-0.000558664174403
128,0.0256,-0.596178451731,-0.000567090478265
129,0.0258,-0.596178337335,-0.000575570436185
130,0.026,-0.596178221263,-0.000584103614881
131,0.0262,-0.596178103545,-0.000592689765853
132,0.0264,-0.596177984042,-0.000601328836153
133,0.0266,-0.596177862767,-0.000610020471874
134,0.0268,-0.596177739827,-0.000618764066644
135,0.027,-0.596177615104,-0.000627559561233
136,0.0272,-0.596177488364,-0.00063640685498
137,0.0274,-0.596177359851,-0.000645305373948
138,0.0276,-0.59617722957,-0.000654254999167
139,0.0278,-0.596177097509,-0.000663255188652
140,0.028,-0.596176963555,-0.00067230596149
141,0.0282,-0.59617682782,-0.000681406854227
142,0.0284,-0.596176690325,-0.000690557534703
143,0.0286,-0.596176550919,-0.000699757788103
144,0.0288,-0.596176409741,-0.000709007162113
145,0.029,-0.596176266684,-0.000718305568396
146,0.0292,-0.596176121739,-0.000727652550579
147,0.0294,-0.596175974888,-0.000737047879014
148,0.0296,-0.596175826124,-0.000746491114925
149,0.0298,-0.596175675366,-0.000755982172175
150,0.03,-0.596175522716,-0.000765520458231
151,0.0302,-0.596175368172,-0.000775105767306
152,0.0304,-0.596175211743,-0.000784738031333
153,0.0306,-0.596175053418,-0.000794416527177
154,0.0308,-0.5961748931,-0.000804141178829
155,0.031,-0.596174730756,-0.000813911655241
156,0.0312,-0.59617456642,-0.000823727377931
157,0.0314,-0.596174400102,-0.000833588394453
158,0.0316,-0.596174231876,-0.000843494123126
159,0.0318,-0.596174061401,-0.000853444326797
160,0.032,-0.596173888916,-0.000863438690749
161,0.0322,-0.59617371454,-0.000873476886803
162,0.0324,-0.59617353816,-0.000883558469473
163,0.0326,-0.596173359653,-0.000893683346479
164,0.0328,-0.596173179153,-0.000903850905689
165,0.033,-0.596172996538,-0.000914060865406
166,0.0332,-0.596172812026,-0.000924313028286
167,0.0334,-0.596172625386,-0.000934607028139
168,0.0336,-0.596172436751,-0.000944942419045
169,0.0338,-0.59617224599,-0.000955319005681
170,0.034,-0.596172052982,-0.000965736322308
171,0.0342,-0.596171857963,-0.00097619414966
172,0.0344,-0.596171660718,-0.000986691960075
173,0.0346,-0.596171461357,-0.000997229525414
174,0.0348,-0.596171259758,-0.00100780641305
175,0.035,-0.596171056052,-0.00101842236509
176,0.0352,-0.596170850349,-0.00102907696138
177,0.0354,-0.596170642526,-0.00103976988602
178,0.0356,-0.59617043258,-0.00105050078519
179,0.0358,-0.596170220398,-0.00106126931592
180,0.036,-0.596170005986,-0.00107207510408
181,0.0362,-0.596169789324,-0.00108291786364
182,0.0364,-0.59616957054,-0.00109379718896
183,0.0366,-0.596169349538,-0.00110471260299
184,0.0368,-0.596169126418,-0.00111566390659
185,0.037,-0.596168900965,-0.00112665055681
186,0.0372,-0.596168673369,-0.00113767231217
187,0.0374,-0.59616844366,-0.00114872884496
188,0.0376,-0.596168211503,-0.00115981985062
189,0.0378,-0.596167977224,-0.00117094476047
190,0.038,-0.596167740717,-0.0011821032326
191,0.0382,-0.596167501746,-0.00119329507018
192,0.0384,-0.596167260642,-0.00120451971612
193,0.0386,-0.596167017197,-0.00121577682893
194,0.0388,-0.596166771515,-0.00122706620258
195,0.039,-0.596166523619,-0.0012383872682
196,0.0392,-0.596166273388,-0.00124973968704
197,0.0394,-0.596166020905,-0.00126112326528
198,0.0396,-0.596165766188,-0.00127253747916
199,0.0398,-0.596165509123,-0.00128398192454
200,0.04,-0.596165249582,-0.00129545620829
201,0.0402,-0.596164987801,-0.00130696009052
202,0.0404,-0.596164723686,-0.00131849315533
203,0.0406,-0.596164457233,-0.00133005494252
204,0.0408,-0.596164188438,-0.0013416450309
205,0.041,-0.596163917301,-0.00135326307514
206,0.0412,-0.596163643826,-0.00136490885941
207,0.0414,-0.596163368107,-0.00137658170612
208,0.0416,-0.596163090051,-0.00138828141066
209,0.0418,-0.596162809659,-0.0014000075306
210,0.042,-0.596162526798,-0.00141175974131
211,0.0422,-0.596162241482,-0.00142353759236
212,0.0424,-0.59616195382,-0.00143534066618
213,0.0426,-0.596161663814,-0.00144716871411
214,0.0428,-0.596161371462,-0.00145902115925
215,0.043,-0.596161076766,-0.00147089772512
216,0.0432,-0.596160779722,-0.00148279795411
217,0.0434,-0.596160480234,-0.00149472161855
218,0.0436,-0.596160178293,-0.001506668201
219,0.0438,-0.596159873772,-0.00151863721016
220,0.044,-0.596159566793,-0.00153062839091
221,0.0442,-0.59615925748,-0.00154264133965
222,0.0444,-0.596158945824,-0.00155467540073
223,0.0446,-0.596158631703,-0.00156673039033
224,0.0448,-0.596158315254,-0.0015788060754
225,0.045,-0.59615799625,-0.00159090189328
226,0.0452,-0.596157674907,-0.00160301741494
227,0.0454,-0.596157351098,-0.00161515231792
228,0.0456,-0.596157024822,-0.00162730615972
229,0.0458,-0.596156696094,-0.00163947858544
230,0.046,-0.596156364925,-0.00165166894783
231,0.0462,-0.596156031304,-0.00166387716971
232,0.0464,-0.596155695218,-0.00167610254428
233,0.0466,-0.596155356567,-0.00168834488083
234,0.0468,-0.596155015481,-0.00170060381089
235,0.047,-0.596154672043,-0.00171287882011
236,0.0472,-0.596154326143,-0.00172516956971
237,0.0474,-0.596153977559,-0.00173747549991
238,0.0476,-0.596153626645,-0.00174979643187
239,0.0478,-0.596153273281,-0.00176213190169
240,0.048,-0.596152917353,-0.00177448133454
241,0.0482,-0.596152558983,-0.00178684428594
242,0.0484,-0.596152198168,-0.00179922069705
243,0.0486,-0.59615183489,-0.00181160975409
244,0.0488,-0.596151469167,-0.00182401124954
245,0.049,-0.596151100903,-0.00183642485767
246,0.0492,-0.596150730033,-0.00184885005638
247,0.0494,-0.596150356614,-0.00186128632492
248,0.0496,-0.596149980754,-0.00187373339072
249,0.0498,-0.596149602436,-0.00188619083745
250,0.05,-0.596149221567,-0.0018986582938
251,0.0502,-0.596148838257,-0.00191113523373
252,0.0504,-0.596148452394,-0.00192362143049
253,0.0506,-0.596148064188,-0.00193611621371
254,0.0508,-0.596147673434,-0.00194861926055
255,0.051,-0.596147280105,-0.00196113023669
256,0.0512,-0.596146884196,-0.00197364858997
257,0.0514,-0.596146485863,-0.00198617411602
258,0.0516,-0.596146085075,-0.00199870624646
259,0.0518,-0.596145681734,-0.00201124479145
260,0.052,-0.596145275824,-0.00202378894619
261,0.0522,-0.596144867373,-0.00203633850694
262,0.0524,-0.596144456467,-0.00204889316155
263,0.0526,-0.596144043026,-0.002061452345
264,0.0528,-0.596143627008,-0.00207401570532
265,0.053,-0.596143208433,-0.00208658285351
266,0.0532,-0.596142787405,-0.00209915332609
267,0.0534,-0.59614236382,-0.00211172665446
268,0.0536,-0.596141937793,-0.00212430255557
269,0.0538,-0.596141509216,-0.00213688057306
270,0.054,-0.596141078193,-0.00214946012147
271,0.0542,-0.596140644638,-0.00216204092199
272,0.0544,-0.596140208631,-0.00217462253675
273,0.0546,-0.596139770067,-0.0021872045911
274,0.0548,-0.596139328949,-0.00219978655727
275,0.055,-0.596138885278,-0.0022123681037
276,0.0552,-0.596138439171,-0.00222494890785
277,0.0554,-0.596137990621,-0.00223752842039
278,0.0556,-0.596137539525,-0.00225010620068
279,0.0558,-0.596137085993,-0.00226268191798
280,0.056,-0.596136629908,-0.00227525514345
281,0.0562,-0.59613617139,-0.00228782554046
282,0.0564,-0.596135710203,-0.00230039263987
283,0.0566,-0.596135246571,-0.00231295592963
284,0.0568,-0.596134780404,-0.00232551494952
285,0.057,-0.596134311802,-0.0023380693869
286,0.0572,-0.596133840756,-0.00235061879127
287,0.0574,-0.596133367059,-0.00236316272057
288,0.0576,-0.596132890923,-0.00237570098993
289,0.0578,-0.596132412233,-0.00238823291133
290,0.058,-0.596131930991,-0.00240075826631
291,0.0582,-0.596131447323,-0.00241327651218
292,0.0584,-0.596130961096,-0.0024257872216
293,0.0586,-0.596130472451,-0.0024382900267
294,0.0588,-0.596129981272,-0.00245078450745
295,0.059,-0.596129487636,-0.00246327024456
296,0.0592,-0.596128991705,-0.00247574678618
297,0.0594,-0.596128493237,-0.00248821391005
298,0.0596,-0.596127992336,-0.00250067095359
299,0.0598,-0.596127488861,-0.0025131175695
300,0.06,-0.596126982863,-0.00252555346594
301,0.0602,-0.596126474328,-0.0025379780969
302,0.0604,-0.596125963358,-0.00255039132952
303,0.0606,-0.596125450069,-0.00256279240501
304,0.0608,-0.596124934243,-0.00257518096892
305,0.061,-0.596124416004,-0.00258755684879
306,0.0612,-0.596123895333,-0.00259991934793
307,0.0614,-0.596123372357,-0.00261226812754
308,0.0616,-0.596122846728,-0.00262460278889
309,0.0618,-0.596122318662,-0.00263692310398
310,0.062,-0.596121788177,-0.0026492285076
311,0.0622,-0.596121255373,-0.00266151867482
312,0.0624,-0.596120720163,-0.00267379308943
313,0.0626,-0.596120182512,-0.00268605137797
314,0.0628,-0.596119642446,-0.00269829310817
315,0.063,-0.596119099848,-0.00271051795031
316,0.0632,-0.596118554842,-0.00272272552048
317,0.0634,-0.596118007385,-0.00273491532013
318,0.0636,-0.596117457519,-0.00274708691546
319,0.0638,-0.596116905327,-0.00275923999966
320,0.064,-0.596116350737,-0.00277137410543
321,0.0642,-0.596115793843,-0.00278348879275
322,0.0644,-0.596115234529,-0.00279558378917
323,0.0646,-0.596114672911,-0.00280765872898
324,0.0648,-0.596114108871,-0.00281971305246
325,0.065,-0.596113542543,-0.00283174655696
326,0.0652,-0.596112973655,-0.00284375869835
327,0.0654,-0.596112402486,-0.00285574889076
328,0.0656,-0.596111829108,-0.00286771707311
329,0.0658,-0.596111253329,-0.00287966267058
330,0.066,-0.596110675127,-0.00289158537078
331,0.0662,-0.596110094633,-0.00290348470803
332,0.0664,-0.596109511729,-0.00291536025596
333,0.0666,-0.596108926517,-0.0029272119443
334,0.0668,-0.59610833912,-0.00293903884187
335,0.067,-0.596107749297,-0.00295084097622
336,0.0672,-0.596107157064,-0.00296261779125
337,0.0674,-0.596106562551,-0.00297436885887
338,0.0676,-0.596105965847,-0.00298609407065
339,0.0678,-0.596105366841,-0.0029977927447
340,0.068,-0.596104765666,-0.00300946457884
341,0.0682,-0.596104162191,-0.00302110933684
342,0.0684,-0.596103556434,-0.00303272624619
343,0.0686,-0.596102948497,-0.003044315212
344,0.0688,-0.596102338144,-0.00305587579602
345,0.069,-0.596101725496,-0.00306740766304
346,0.0692,-0.596101110574,-0.00307891051601
347,0.0694,-0.59610049344,-0.00309038365218
348,0.0696,-0.596099874032,-0.00310182695772
349,0.0698,-0.59609925256,-0.00311323993494
350,0.07,-0.596098628909,-0.00312462208983
351,0.0702,-0.596098002979,-0.00313597323333
352,0.0704,-0.596097374876,-0.00314729316678
353,0.0706,-0.596096744709,-0.00315858133153
354,0.0708,-0.596096112146,-0.00316983718333
355,0.071,-0.596095477521,-0.00318106056702
356,0.0712,-0.596094840728,-0.00319225096932
357,0.0714,-0.59609420176,-0.00320340818697
358,0.0716,-0.596093560612,-0.0032145317386
359,0.0718,-0.596092917411,-0.00322562110509
360,0.072,-0.596092272038,-0.00323667630121
361,0.0722,-0.596091624505,-0.00324769663552
362,0.0724,-0.596090974816,-0.00325868192423
363,0.0726,-0.596090323066,-0.00326963174089
364,0.0728,-0.596089669142,-0.0032805456971
365,0.073,-0.596089013035,-0.00329142338544
366,0.0732,-0.596088354894,-0.003302264595
367,0.0734,-0.596087694698,-0.00331306890353
368,0.0736,-0.596087032472,-0.00332383593209
369,0.0738,-0.596086368302,-0.00333456527105
370,0.074,-0.596085702069,-0.00334525672922
371,0.0742,-0.596085033778,-0.00335590980273
372,0.0744,-0.596084363454,-0.00336652413154
373,0.0746,-0.596083691082,-0.0033770993364
374,0.0748,-0.596083016648,-0.00338763510379
375,0.075,-0.596082340162,-0.0033981313332
376,0.0752,-0.596081661638,-0.00340858746852
377,0.0754,-0.596080981178,-0.00341900306592
378,0.0756,-0.59608029867,-0.00342937779258
379,0.0758,-0.59607961423,-0.00343971158996
380,0.076,-0.596078927871,-0.00345000382745
381,0.0762,-0.596078239589,-0.00346025412287
382,0.0764,-0.596077549268,-0.0034704623541
383,0.0766,-0.596076857119,-0.00348062806999
384,0.0768,-0.596076163035,-0.00349075110974
385,0.077,-0.596075466894,-0.00350083076548
386,0.0772,-0.59607476896,-0.00351086704266
387,0.0774,-0.596074069096,-0.00352085953045
388,0.0776,-0.596073367421,-0.00353080785427
389,0.0778,-0.596072663839,-0.003540711499
390,0.078,-0.596071958448,-0.00355057059808
391,0.0782,-0.596071251115,-0.00356038443066
392,0.0784,-0.596070541978,-0.00357015283059
393,0.0786,-0.596069831047,-0.00357987535146
394,0.0788,-0.596069118307,-0.00358955183023
395,0.079,-0.596068403776,-0.00359918191667
396,0.0792,-0.596067687183,-0.00360876523167
397,0.0794,-0.596066968916,-0.00361830134545
398,0.0796,-0.596066248838,-0.00362779015074
399,0.0798,-0.596065527047,-0.0036372312274
400,0.08,-0.596064803467,-0.00364662435679
401,0.0802,-0.596064078219,-0.003655969198
402,0.0804,-0.596063351175,-0.00366526542921
403,0.0806,-0.596062622445,-0.00367451269235
404,0.0808,-0.596061892024,-0.00368371057476
405,0.081,-0.596061159813,-0.00369285895124
406,0.0812,-0.596060426025,-0.00370195741377
407,0.0814,-0.596059690432,-0.00371100584208
408,0.0816,-0.596058953138,-0.00372000368673
409,0.0818,-0.596058214184,-0.00372895074889
410,0.082,-0.596057473658,-0.0037378469212
411,0.0822,-0.596056731554,-0.00374669173776
412,0.0824,-0.59605598779,-0.0037554849831
413,0.0826,-0.596055242458,-0.00376422625132
414,0.0828,-0.596054495555,-0.00377291527415
415,0.083,-0.596053747085,-0.00378155166366
416,0.0832,-0.596052996854,-0.00379013540589
417,0.0834,-0.596052245057,-0.00379866604616
418,0.0836,-0.596051491705,-0.00380714327915
419,0.0838,-0.596050736899,-0.00381556686636
420,0.084,-0.596049980389,-0.00382393650906
421,0.0842,-0.596049222307,-0.00383225196353
422,0.0844,-0.596048462807,-0.00384051301277
423,0.0846,-0.596047701839,-0.00384871936039
424,0.0848,-0.59604693944,-0.00385687066238
425,0.085,-0.596046175608,-0.00386496659056
426,0.0852,-0.596045410229,-0.00387300704066
427,0.0854,-0.596044643414,-0.00388099164373
428,0.0856,-0.596043875263,-0.00388892024905
429,0.0858,-0.596043105664,-0.00389679236265
430,0.086,-0.59604233475,-0.00390460791817
431,0.0862,-0.596041562415,-0.00391236668724
432,0.0864,-0.596040788728,-0.00392006821193
433,0.0866,-0.596040013504,-0.0039277122612
434,0.0868,-0.596039236928,-0.00393529879286
435,0.087,-0.596038458948,-0.00394282744631
436,0.0872,-0.59603767963,-0.0039502978779
437,0.0874,-0.596036899123,-0.00395771012449
438,0.0876,-0.596036117292,-0.00396506359428
439,0.0878,-0.596035334152,-0.00397235820828
440,0.088,-0.596034549574,-0.00397959374531
441,0.0882,-0.596033763799,-0.00398676987573
442,0.0884,-0.596032976724,-0.00399388650992
443,0.0886,-0.596032188439,-0.00400094317906
444,0.0888,-0.596031398965,-0.00400793989873
445,0.089,-0.596030608291,-0.00401487636803
446,0.0892,-0.596029816332,-0.00402175234355
447,0.0894,-0.596029023248,-0.00402856750679
448,0.0896,-0.596028228844,-0.00403532161698
449,0.0898,-0.596027433375,-0.00404201446269
450,0.09,-0.596026636714,-0.00404864586355
451,0.0902,-0.596025838962,-0.0040552155703
452,0.0904,-0.596025040031,-0.00406172349983
453,0.0906,-0.596024240115,-0.00406816938044
454,0.0908,-0.596023439016,-0.00407455304526
455,0.091,-0.596022636836,-0.00408087428441
456,0.0912,-0.596021833608,-0.00408713272735
457,0.0914,-0.596021029412,-0.0040933281848
458,0.0916,-0.596020224043,-0.0040994605537
459,0.0918,-0.596019417715,-0.00410552947614
460,0.092,-0.596018610416,-0.00411153498764
461,0.0922,-0.59601780217,-0.00411747675482
462,0.0924,-0.596016992859,-0.00412335456066
463,0.0926,-0.596016182494,-0.00412916832075
464,0.0928,-0.596015371292,-0.00413491779225
465,0.093,-0.596014559005,-0.00414060262008
466,0.0932,-0.596013745767,-0.00414622273512
467,0.0934,-0.596012931676,-0.00415177814993
468,0.0936,-0.596012116632,-0.00415726839516
469,0.0938,-0.59601130075,-0.00416269335509
470,0.094,-0.596010483933,-0.00416805285672
471,0.0942,-0.596009666281,-0.00417334685611
472,0.0944,-0.596008847792,-0.00417857516972
473,0.0946,-0.596008028366,-0.00418373734459
474,0.0948,-0.596007208218,-0.00418883339601
475,0.095,-0.596006387247,-0.0041938632056
476,0.0952,-0.596005565347,-0.00419882655805
477,0.0954,-0.596004742697,-0.00420372337892
478,0.0956,-0.596003919335,-0.00420855329143
479,0.0958,-0.596003095169,-0.00421331621602
480,0.096,-0.596002270413,-0.0042180121321
481,0.0962,-0.596001444936,-0.00422264075748
482,0.0964,-0.596000618753,-0.00422720192578
483,0.0966,-0.595999791754,-0.00423169558048
484,0.0968,-0.595998964171,-0.00423612159973
485,0.097,-0.595998135883,-0.0042404797661
486,0.0972,-0.59599730699,-0.00424476997457
487,0.0974,-0.595996477378,-0.00424899199119
488,0.0976,-0.595995647059,-0.00425314573954
489,0.0978,-0.595994816149,-0.0042572309564
490,0.098,-0.595993984761,-0.0042612475717
491,0.0982,-0.595993152789,-0.00426519559096
492,0.0984,-0.595992320232,-0.00426907467124
493,0.0986,-0.5959914871,-0.0042728847943
494,0.0988,-0.595990653493,-0.00427662591034
495,0.099,-0.595989819306,-0.00428029777422
496,0.0992,-0.595988984649,-0.00428390026695
497,0.0994,-0.59598814954,-0.00428743338066
498,0.0996,-0.595987313953,-0.00429089680021
499,0.0998,-0.595986477891,-0.00429429064932
500,0.1,-0.595985641379,-0.004297614825
501,0.1002,-0.595984804515,-0.00430086898388
502,0.1004,-0.595983967194,-0.00430405316524
503,0.1006,-0.595983129417,-0.00430716725448
504,0.1008,-0.595982291287,-0.00431021109209
505,0.101,-0.595981452796,-0.00431318460709
506,0.1012,-0.595980613968,-0.00431608769911
507,0.1014,-0.595979774785,-0.00431892024159
508,0.1016,-0.595978935277,-0.00432168213942
509,0.1018,-0.595978095547,-0.00432437328377
510,0.102,-0.59597725548,-0.00432699368081
511,0.1022,-0.595976415069,-0.00432954310711
512,0.1024,-0.595975574543,-0.00433202158428
513,0.1026,-0.595974733683,-0.00433442911254
514,0.1028,-0.595973892606,-0.00433676533058
515,0.103,-0.595973051298,-0.00433903048376
516,0.1032,-0.595972209786,-0.00434122425814
517,0.1034,-0.595971368055,-0.00434334664684
518,0.1036,-0.595970526208,-0.00434539765242
519,0.1038,-0.595969684262,-0.00434737726379
520,0.104,-0.5959688421,-0.00434928528012
521,0.1042,-0.5959679997,-0.00435112147447
522,0.1044,-0.595967157201,-0.00435288608357
523,0.1046,-0.595966314498,-0.00435457899574
524,0.1048,-0.595965471695,-0.00435620009733
525,0.105,-0.595964628901,-0.00435774926954
526,0.1052,-0.595963786006,-0.00435922666657
527,0.1054,-0.595962943112,-0.00436063192405
528,0.1056,-0.595962100127,-0.00436196529333
529,0.1058,-0.595961257161,-0.00436322654057
530,0.106,-0.595960414246,-0.00436441578355
531,0.1062,-0.595959571345,-0.00436553291322
532,0.1064,-0.59595872846,-0.00436657771198
533,0.1066,-0.595957885591,-0.00436755040087
534,0.1068,-0.595957042862,-0.00436845089394
535,0.107,-0.595956200162,-0.00436927905442
536,0.1072,-0.595955357491,-0.00437003490809
537,0.1074,-0.595954514966,-0.00437071845447
538,0.1076,-0.595953672605,-0.004371329681
539,0.1078,-0.595952830377,-0.00437186836782
540,0.108,-0.595951988307,-0.00437233463663
541,0.1082,-0.595951146363,-0.00437272862274
542,0.1084,-0.595950304681,-0.0043730501702
543,0.1086,-0.59594946304,-0.00437329932425
544,0.1088,-0.595948621656,-0.0043734758301
545,0.109,-0.595947780537,-0.004373579952
546,0.1092,-0.595946939679,-0.00437361170331
547,0.1094,-0.595946099,-0.00437357105663
548,0.1096,-0.595945258579,-0.00437345801681
549,0.1098,-0.595944418434,-0.00437327249911
550,0.11,-0.595943578649,-0.00437301445223
551,0.1102,-0.595942739158,-0.00437268392404
552,0.1104,-0.595941900027,-0.00437228099915
553,0.1106,-0.595941061297,-0.00437180562012
554,0.1108,-0.595940222837,-0.0043712579987
555,0.111,-0.59593938477,-0.00437063785981
556,0.1112,-0.595938547106,-0.00436994548436
557,0.1114,-0.595937709825,-0.0043691807483
558,0.1116,-0.595936872932,-0.00436834364085
559,0.1118,-0.595936036537,-0.00436743428575
560,0.112,-0.595935200537,-0.00436645257858
561,0.1122,-0.595934365056,-0.00436539863465
562,0.1124,-0.595933529959,-0.00436427256075
563,0.1126,-0.595932695374,-0.00436307438062
564,0.1128,-0.595931861304,-0.00436180385753
565,0.113,-0.595931027765,-0.00436046131705
566,0.1132,-0.59593019473,-0.00435904689297
567,0.1134,-0.595929362339,-0.00435756038136
568,0.1136,-0.595928530457,-0.00435600197785
569,0.1138,-0.595927699088,-0.00435437167308
570,0.114,-0.595926868355,-0.00435266949006
571,0.1142,-0.595926038252,-0.00435089567209
572,0.1144,-0.595925208789,-0.0043490498244
573,0.1146,-0.595924379963,-0.0043471324421
574,0.1148,-0.595923551781,-0.00434514341555
575,0.115,-0.595922724224,-0.00434308297078
576,0.1152,-0.595921897407,-0.00434095089122
577,0.1154,-0.595921071234,-0.00433874750561
578,0.1156,-0.595920245835,-0.00433647279399
579,0.1158,-0.595919421203,-0.00433412680048
580,0.116,-0.595918597309,-0.0043317096049
581,0.1162,-0.595917774185,-0.00432922143912
582,0.1164,-0.595916951809,-0.00432666219599
583,0.1166,-0.59591613021,-0.0043240320038
