0	0	0	0	0.0
0	0	0	1	0.0
0	0	0	2	-0.0
0	0	0	3	0.0
0	0	1	0	0.0
0	0	1	1	0.0
0	0	1	2	0.0
0	0	1	3	0.0
0	0	2	0	0.0
0	0	2	1	0.0
0	0	2	2	0.0
0	0	2	3	0.0
0	0	3	0	0.0
0	0	3	1	0.0
0	0	3	2	0.0
0	0	3	3	0.0
0	1	0	0	0.0
0	1	0	1	-1.0759297155e-05
0	1	0	2	0.0
0	1	0	3	0.0
0	1	1	0	1.0759297155e-05
0	1	1	1	0.0
0	1	1	2	-0.0
0	1	1	3	0.0
0	1	2	0	0.0
0	1	2	1	0.0
0	1	2	2	0.0
0	1	2	3	-6.148794548e-06
0	1	3	0	-0.0
0	1	3	1	0.0
0	1	3	2	6.148794548e-06
0	1	3	3	0.0
0	2	0	0	0.0
0	2	0	1	0.0
0	2	0	2	-0.0
0	2	0	3	0.0
0	2	1	0	0.0
0	2	1	1	0.0
0	2	1	2	0.0
0	2	1	3	0.0
0	2	2	0	0.0
0	2	2	1	0.0
0	2	2	2	0.0
0	2	2	3	0.0
0	2	3	0	0.0
0	2	3	1	0.0
0	2	3	2	0.0
0	2	3	3	0.0
0	3	0	0	0.0
0	3	0	1	-4.296559531e-06
0	3	0	2	0.0
0	3	0	3	0.0
0	3	1	0	4.296559531e-06
0	3	1	1	0.0
0	3	1	2	-0.0
0	3	1	3	0.0
0	3	2	0	0.0
0	3	2	1	0.0
0	3	2	2	0.0
0	3	2	3	1.3235517068e-05
0	3	3	0	-0.0
0	3	3	1	0.0
0	3	3	2	-1.3235517068e-05
0	3	3	3	0.0
0	4	0	0	0.0
0	4	0	1	0.0
0	4	0	2	-1.4220787007e-05
0	4	0	3	0.0
0	4	1	0	0.0
0	4	1	1	0.0
0	4	1	2	0.0
0	4	1	3	0.0
0	4	2	0	1.4220787007e-05
0	4	2	1	0.0
0	4	2	2	0.0
0	4	2	3	0.0
0	4	3	0	0.0
0	4	3	1	0.0
0	4	3	2	0.0
0	4	3	3	0.0
0	5	0	0	0.0
0	5	0	1	0.0
0	5	0	2	0.0
0	5	0	3	-2.4306086399e-05
0	5	1	0	-0.0
0	5	1	1	0.0
0	5	1	2	1.0085299391e-05
0	5	1	3	0.0
0	5	2	0	0.0
0	5	2	1	-1.0085299391e-05
0	5	2	2	0.0
0	5	2	3	0.0
0	5	3	0	2.4306086399e-05
0	5	3	1	0.0
0	5	3	2	-0.0
0	5	3	3	0.0
0	6	0	0	0.0
0	6	0	1	0.0
0	6	0	2	-0.0
0	6	0	3	0.0
0	6	1	0	0.0
0	6	1	1	0.0
0	6	1	2	0.0
0	6	1	3	0.0
0	6	2	0	0.0
0	6	2	1	0.0
0	6	2	2	0.0
0	6	2	3	0.0
0	6	3	0	0.0
0	6	3	1	0.0
0	6	3	2	0.0
0	6	3	3	0.0
0	7	0	0	0.0
0	7	0	1	2.3061083528e-05
0	7	0	2	0.0
0	7	0	3	-0.0
0	7	1	0	-2.3061083528e-05
0	7	1	1	0.0
0	7	1	2	-0.0
0	7	1	3	0.0
0	7	2	0	0.0
0	7	2	1	0.0
0	7	2	2	0.0
0	7	2	3	2.5401310051e-05
0	7	3	0	0.0
0	7	3	1	0.0
0	7	3	2	-2.5401310051e-05
0	7	3	3	0.0
0	8	0	0	0.0
0	8	0	1	0.0
0	8	0	2	-0.0
0	8	0	3	0.0
0	8	1	0	0.0
0	8	1	1	0.0
0	8	1	2	0.0
0	8	1	3	0.0
0	8	2	0	0.0
0	8	2	1	0.0
0	8	2	2	0.0
0	8	2	3	0.0
0	8	3	0	0.0
0	8	3	1	0.0
0	8	3	2	0.0
0	8	3	3	0.0
0	9	0	0	0.0
0	9	0	1	0.0
0	9	0	2	0.0
0	9	0	3	-0.0
0	9	1	0	-0.0
0	9	1	1	0.0
0	9	1	2	-0.0
0	9	1	3	0.0
0	9	2	0	0.0
0	9	2	1	0.0
0	9	2	2	0.0
0	9	2	3	-0.0
0	9	3	0	0.0
0	9	3	1	0.0
0	9	3	2	0.0
0	9	3	3	0.0
1	0	0	0	0.0
1	0	0	1	1.0759297155e-05
1	0	0	2	0.0
1	0	0	3	-0.0
1	0	1	0	-1.0759297155e-05
1	0	1	1	0.0
1	0	1	2	0.0
1	0	1	3	0.0
