0	0	-20.2628916286
0	1	0.0
0	2	-1e-15
0	3	0.0
0	4	-1e-15
0	5	0.0
0	6	3e-15
0	7	0.0
0	8	-0.0
0	9	0.0
0	10	-0.0
0	11	0.0
0	12	1e-15
0	13	0.0
1	0	0.0
1	1	-20.2628916286
1	2	0.0
1	3	-1e-15
1	4	0.0
1	5	-1e-15
1	6	0.0
1	7	3e-15
1	8	0.0
1	9	-0.0
1	10	0.0
1	11	-0.0
1	12	0.0
1	13	1e-15
2	0	1e-15
2	1	0.0
2	2	-1.20969734643
2	3	0.0
2	4	-0.0
2	5	0.0
2	6	1e-15
2	7	0.0
2	8	-0.0
2	9	0.0
2	10	-2e-15
2	11	0.0
2	12	-1e-15
2	13	0.0
3	0	0.0
3	1	1e-15
3	2	0.0
3	3	-1.20969734643
3	4	0.0
3	5	-0.0
3	6	0.0
3	7	1e-15
3	8	0.0
3	9	-0.0
3	10	0.0
3	11	-2e-15
3	12	0.0
3	13	-1e-15
4	0	-1e-15
4	1	0.0
4	2	-0.0
4	3	0.0
4	4	-0.547964612561
4	5	0.0
4	6	1e-15
4	7	0.0
4	8	0.0
4	9	0.0
4	10	-1e-15
4	11	0.0
4	12	-2e-15
4	13	0.0
5	0	0.0
5	1	-1e-15
5	2	0.0
5	3	-0.0
5	4	0.0
5	5	-0.547964612561
5	6	0.0
5	7	1e-15
5	8	0.0
5	9	0.0
5	10	0.0
5	11	-1e-15
5	12	0.0
5	13	-2e-15
6	0	3e-15
6	1	0.0
6	2	1e-15
6	3	0.0
6	4	1e-15
6	5	0.0
6	6	-0.43652719097
6	7	0.0
6	8	-0.0
6	9	0.0
6	10	-0.0
6	11	0.0
6	12	-1e-15
6	13	0.0
7	0	0.0
7	1	3e-15
7	2	0.0
7	3	1e-15
7	4	0.0
7	5	1e-15
7	6	0.0
7	7	-0.43652719097
7	8	0.0
7	9	-0.0
7	10	0.0
7	11	-0.0
7	12	0.0
7	13	-1e-15
8	0	-0.0
8	1	0.0
8	2	-0.0
8	3	0.0
8	4	0.0
8	5	0.0
8	6	-0.0
8	7	0.0
8	8	-0.387586717366
8	9	0.0
8	10	-0.0
8	11	0.0
8	12	-0.0
8	13	0.0
9	0	0.0
9	1	-0.0
9	2	0.0
9	3	-0.0
9	4	0.0
9	5	0.0
9	6	0.0
9	7	-0.0
9	8	0.0
9	9	-0.387586717366
9	10	0.0
9	11	-0.0
9	12	0.0
9	13	-0.0
10	0	-1e-15
10	1	0.0
10	2	-1e-15
10	3	0.0
10	4	-1e-15
10	5	0.0
10	6	1e-15
10	7	0.0
10	8	-0.0
10	9	0.0
10	10	0.477618655849
10	11	0.0
10	12	-1e-15
10	13	0.0
11	0	0.0
11	1	-1e-15
11	2	0.0
11	3	-1e-15
11	4	0.0
11	5	-1e-15
11	6	0.0
11	7	1e-15
11	8	0.0
11	9	-0.0
11	10	0.0
11	11	0.477618655849
11	12	0.0
11	13	-1e-15
12	0	0.0
12	1	0.0
12	2	-1e-15
12	3	0.0
12	4	-1e-15
12	5	0.0
12	6	-1e-15
12	7	0.0
12	8	-0.0
12	9	0.0
12	10	-1e-15
12	11	0.0
12	12	0.58813920254
12	13	0.0
13	0	0.0
13	1	0.0
13	2	0.0
13	3	-1e-15
13	4	0.0
13	5	-1e-15
13	6	0.0
13	7	-1e-15
13	8	0.0
13	9	-0.0
13	10	0.0
13	11	-1e-15
13	12	0.0
13	13	0.58813920254
